Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,RSI,MACD,MACD_signal,Ichimoku_base,Ichimoku_conversion,Ichimoku_span_a,Ichimoku_span_b,Bollinger_upper,Bollinger_lower
2025-04-25 00:29:00+00:00,93686.3046875,93686.3046875,93686.3046875,93686.3046875,0,0.0,0.0,36.96061025437846,-46.82957162431558,,93777.4609375,93703.81640625,93740.638671875,93796.390625,93766.01876092183,93610.84139532819
2025-04-25 00:30:00+00:00,93691.09375,93691.09375,93691.09375,93691.09375,0,0.0,0.0,38.28315549228549,-43.61037862850935,,93767.1953125,93697.5078125,93732.3515625,93796.390625,93751.99575054614,93616.80268695386
2025-04-25 00:31:00+00:00,93681.25,93681.25,93681.25,93681.25,25958400,0.0,0.0,36.58418186655489,-41.376490912385634,,93754.1640625,93697.5078125,93725.8359375,93796.390625,93749.7933432499,93616.33243800011
2025-04-25 00:32:00+00:00,93672.0,93672.0,93672.0,93672.0,570802176,0.0,0.0,35.01179597147352,-39.89265875973797,,93735.62109375,93695.45703125,93715.5390625,93796.390625,93747.94997866242,93615.24767758758
2025-04-25 00:33:00+00:00,93647.4296875,93647.4296875,93647.4296875,93647.4296875,0,0.0,0.0,31.178482020034437,-40.235519936308265,-45.615802966047184,93719.6328125,93673.20703125,93696.419921875,93796.390625,93747.06830826346,93611.57700423655
2025-04-25 00:34:00+00:00,93698.34375,93698.34375,93698.34375,93698.34375,0,0.0,0.0,44.691782090576986,-35.984098266257206,-43.68946202608919,93696.28125,93672.88671875,93684.583984375,93796.390625,93747.46270866838,93611.57713508164
2025-04-25 00:35:00+00:00,93720.828125,93720.828125,93720.828125,93720.828125,29310976,0.0,0.0,49.41548440302632,-30.449511792408885,-41.04147197935313,93688.8046875,93684.12890625,93686.466796875,93796.390625,93749.50727913115,93610.90053336884
2025-04-25 00:37:00+00:00,93888.9453125,93888.9453125,93888.9453125,93888.9453125,0,0.0,0.0,70.02781893181341,-12.355236642877571,-35.304224912058025,93747.421875,93768.1875,93757.8046875,93796.390625,93804.32424950997,93575.44137549003
2025-04-25 00:38:00+00:00,93933.0390625,93933.0390625,93933.0390625,93933.0390625,0,0.0,0.0,73.12142767692308,5.479440316354157,-27.147491866375592,93769.46875,93790.234375,93779.8515625,93796.390625,93856.24115202745,93555.99712922255
2025-04-25 00:39:00+00:00,93921.7109375,93921.7109375,93921.7109375,93921.7109375,0,0.0,0.0,71.09127353293617,18.486365964578,-18.020720300184877,93769.46875,93790.234375,93779.8515625,93796.390625,93891.69306770424,93552.12646354575
2025-04-25 00:40:00+00:00,93895.796875,93895.796875,93895.796875,93895.796875,121669632,0.0,0.0,66.54003567133358,26.399087729267194,-9.136758694294464,93769.46875,93790.234375,93779.8515625,93796.390625,93915.17200370772,93555.58034004229
2025-04-25 00:41:00+00:00,93889.328125,93889.328125,93889.328125,93889.328125,0,0.0,0.0,65.41425143310994,31.781643667636672,-0.9530782219082372,93769.46875,93790.234375,93779.8515625,93796.390625,93935.14183831049,93558.20034918952
2025-04-25 00:42:00+00:00,93898.75,93898.75,93898.75,93898.75,0,0.0,0.0,66.30837140041629,36.38816448922444,6.515170320318298,93769.46875,93790.234375,93779.8515625,93796.390625,93954.58492204126,93555.47914045873
2025-04-25 00:43:00+00:00,93916.453125,93916.453125,93916.453125,93916.453125,619214848,0.0,0.0,67.98321264154988,40.994797161532915,13.411095688561222,93769.46875,93815.69140625,93792.580078125,93796.390625,93975.59829259994,93554.85092615006
2025-04-25 00:44:00+00:00,93919.7265625,93919.7265625,93919.7265625,93919.7265625,0,0.0,0.0,68.29703960936011,44.397934045409784,19.608463359930937,93769.46875,93826.93359375,93798.201171875,93796.390625,93994.78416815578,93556.32442559421
2025-04-25 00:45:00+00:00,93932.171875,93932.171875,93932.171875,93932.171875,854016,0.0,0.0,69.5202748700221,47.55103848097497,25.196978384139747,93779.75390625,93910.9921875,93845.373046875,93796.390625,94013.96954740304,93558.46482759697
2025-04-25 00:46:00+00:00,93860.0390625,93860.0390625,93860.0390625,93860.0390625,482955264,0.0,0.0,56.02695198515164,43.72534279966203,28.902651267244206,93790.234375,93896.5390625,93843.38671875,93796.390625,94020.49939044201,93568.040453308
2025-04-25 00:47:00+00:00,93846.8125,93846.8125,93846.8125,93846.8125,0,0.0,0.0,53.958863887584926,39.17459797470656,30.957040608736676,93790.234375,93889.4921875,93839.86328125,93796.390625,94023.41618543188,93582.11975206813
2025-04-25 00:48:00+00:00,93874.484375,93874.484375,93874.484375,93874.484375,104454144,0.0,0.0,57.493943028212044,37.37020846256928,32.2396741795032,93790.234375,93889.4921875,93839.86328125,93796.390625,94027.42381097152,93597.95040777847
2025-04-25 00:49:00+00:00,93896.6171875,93896.6171875,93896.6171875,93896.6171875,71239680,0.0,0.0,60.130724589095806,37.29622213865514,33.25098377133359,93790.234375,93889.4921875,93839.86328125,93796.390625,94032.08975637543,93615.02274362456
2025-04-25 00:50:00+00:00,93897.5859375,93897.5859375,93897.5859375,93897.5859375,0,0.0,0.0,60.24696400765982,36.89050667533593,33.97888835213406,93790.234375,93889.4921875,93839.86328125,93796.390625,94035.03896832802,93633.20165667198
2025-04-25 00:52:00+00:00,93927.15625,93927.15625,93927.15625,93927.15625,10082304,0.0,0.0,63.723665222299886,38.5111191279866,34.88533450730457,93790.234375,93889.4921875,93839.86328125,93796.390625,94039.44570711737,93652.40116788262
2025-04-25 00:53:00+00:00,93919.7578125,93919.7578125,93919.7578125,93919.7578125,9111552,0.0,0.0,62.25659398373336,38.751767840163666,35.65862117387639,93790.234375,93889.4921875,93839.86328125,93796.390625,94038.26180951585,93677.43584673415
2025-04-25 00:54:00+00:00,93904.1640625,93904.1640625,93904.1640625,93904.1640625,0,0.0,0.0,59.16480981036085,37.25474882159324,35.977846703419765,93790.234375,93889.4921875,93839.86328125,93788.93359375,94029.24096391884,93709.67309858116
2025-04-25 00:55:00+00:00,93864.1328125,93864.1328125,93864.1328125,93864.1328125,0,0.0,0.0,52.02236096879615,32.46393906263984,35.27506517526378,93790.234375,93886.984375,93838.609375,93782.91015625,94003.61186914812,93756.97250585188
2025-04-25 00:56:00+00:00,93916.28125,93916.28125,93916.28125,93916.28125,13119488,0.0,0.0,58.97102296621951,32.50048552999215,34.72014924620945,93790.234375,93886.984375,93838.609375,93782.91015625,93982.68098610482,93799.69713889516
2025-04-25 00:57:00+00:00,93928.0,93928.0,93928.0,93928.0,3162112,0.0,0.0,60.36038805180261,33.09357195846678,34.39483378866092,93790.234375,93896.06640625,93843.150390625,93777.4609375,93950.61912908041,93852.47618341958
2025-04-25 00:58:00+00:00,93926.9609375,93926.9609375,93926.9609375,93926.9609375,0,0.0,0.0,60.1658427435775,33.098217912891414,34.135510613507016,93790.234375,93896.06640625,93843.150390625,93769.46875,93953.35796291834,93853.53891208167
2025-04-25 01:00:00+00:00,93930.09375,93930.09375,93930.09375,93930.09375,5257216,0.0,0.0,60.57839639949797,32.97458120582451,33.903324731970514,93790.234375,93897.11328125,93843.673828125,93769.46875,93952.8768463222,93853.72549742782
2025-04-25 01:01:00+00:00,93937.984375,93937.984375,93937.984375,93937.984375,0,0.0,0.0,61.65557742132894,33.131387703615474,33.74893732629951,93792.70703125,93901.05859375,93846.8828125,93771.94140625,93955.37789351237,93852.85179398762
2025-04-25 01:02:00+00:00,93946.859375,93946.859375,93946.859375,93946.859375,33923072,0.0,0.0,62.884025800781046,33.58465333348431,33.71608052773647,93822.6015625,93905.49609375,93864.048828125,93776.37890625,93961.01323304605,93852.32270445395
2025-04-25 01:03:00+00:00,93970.25,93970.25,93970.25,93970.25,0,0.0,0.0,65.97771274546359,35.422963689270546,34.057457160043285,93845.5390625,93917.19140625,93881.365234375,93788.07421875,93971.01601235397,93850.41211264604
2025-04-25 01:04:00+00:00,93976.9296875,93976.9296875,93976.9296875,93976.9296875,0,0.0,0.0,66.82803911486195,36.99240740174719,34.644447208384065,93911.87109375,93920.53125,93916.201171875,93791.4140625,93981.13228353682,93848.11381021318
2025-04-25 01:05:00+00:00,93984.3125,93984.3125,93984.3125,93984.3125,0,0.0,0.0,67.78636292539119,38.38940495537827,35.3934387577829,93915.5625,93950.296875,93932.9296875,93795.10546875,93991.14660944021,93844.8854218098
2025-04-25 01:06:00+00:00,93940.4453125,93940.4453125,93940.4453125,93940.4453125,7952384,0.0,0.0,57.210423960969855,35.54705583123723,35.42416217247377,93915.5625,93955.63671875,93935.599609375,93795.10546875,93992.83420412948,93845.26970212052
2025-04-25 01:07:00+00:00,93920.5703125,93920.5703125,93920.5703125,93920.5703125,30111744,0.0,0.0,53.16335146141962,31.329579385492252,34.605245615077465,93915.5625,93952.44140625,93934.001953125,93795.10546875,93992.01444235933,93844.92930764068
2025-04-25 01:08:00+00:00,93936.0078125,93936.0078125,93936.0078125,93936.0078125,9504768,0.0,0.0,55.77996404888135,28.899737960629864,33.46414408418794,93915.5625,93952.44140625,93934.001953125,93795.10546875,93991.04108979311,93853.49953520688
2025-04-25 01:09:00+00:00,93974.609375,93974.609375,93974.609375,93974.609375,327680,0.0,0.0,61.56253476610802,29.74600122650736,32.72051551265183,93915.5625,93952.44140625,93934.001953125,93795.10546875,93991.70933226457,93865.61098023543
2025-04-25 01:10:00+00:00,94126.8671875,94126.8671875,94126.8671875,94126.8671875,55627776,0.0,0.0,75.28885477088457,42.2159645974607,34.619605329613606,93986.83984375,94023.71875,94005.279296875,93866.3828125,94044.27653056713,93838.28206318287
2025-04-25 01:11:00+00:00,94288.546875,94288.546875,94288.546875,94288.546875,0,0.0,0.0,82.45415305437731,64.40231023458182,40.57614631060725,94067.6796875,94104.55859375,94086.119140625,93947.22265625,94141.96237575488,93779.78918674511
2025-04-25 01:12:00+00:00,94430.8828125,94430.8828125,94430.8828125,94430.8828125,0,0.0,0.0,86.2375434057689,92.40527906439092,50.94197286136399,94138.84765625,94175.7265625,94157.287109375,94018.390625,94258.33298117168,93716.7482688283
2025-04-25 01:13:00+00:00,94320.28125,94320.28125,94320.28125,94320.28125,322957312,0.0,0.0,73.0552846507972,104.46895872804453,61.6473700347001,94138.84765625,94175.7265625,94157.287109375,94028.67578125,94312.47877367891,93701.91497632107
2025-04-25 01:14:00+00:00,94272.1484375,94272.1484375,94272.1484375,94272.1484375,53901312,0.0,0.0,68.1714531968035,108.8903756015352,71.09597114806712,94138.84765625,94175.7265625,94157.287109375,94039.15625,94348.02840215854,93701.60441034146
2025-04-25 01:15:00+00:00,94233.8984375,94233.8984375,94233.8984375,94233.8984375,0,0.0,0.0,64.48231812995961,108.06225063801685,78.48922704605707,94147.5078125,94175.7265625,94161.6171875,94039.15625,94371.77310588548,93710.83314411453
2025-04-25 01:16:00+00:00,94225.40625,94225.40625,94225.40625,94225.40625,128153600,0.0,0.0,63.65865002898206,105.50451668495953,83.89228497383756,94147.5078125,94183.4453125,94165.4765625,94039.15625,94388.61769133192,93730.11590241807
2025-04-25 01:17:00+00:00,94230.4765625,94230.4765625,94230.4765625,94230.4765625,0,0.0,0.0,63.95469666176269,102.70273277090746,87.65437453325154,94147.5078125,94202.74609375,94175.126953125,94039.15625,94405.50050259856,93744.65262240145
2025-04-25 01:18:00+00:00,94177.03125,94177.03125,94177.03125,94177.03125,0,0.0,0.0,58.54117268435571,95.07375767847407,89.13825116229604,94147.5078125,94278.875,94213.19140625,94039.15625,94413.58404530933,93761.47220469067
2025-04-25 01:20:00+00:00,93880.8828125,93880.8828125,93880.8828125,93880.8828125,762140672,0.0,0.0,38.89476110945278,64.38880203421286,84.1883613366794,94147.5078125,94155.8828125,94151.6953125,94039.15625,94416.39686847826,93754.05156902173
2025-04-25 01:21:00+00:00,93828.0234375,93828.0234375,93828.0234375,93828.0234375,0,0.0,0.0,36.53775381367116,35.39740456893924,74.43016998313138,94129.453125,94129.453125,94129.453125,94039.15625,94423.61523925229,93736.6261669977
2025-04-25 01:22:00+00:00,93777.21875,93777.21875,93777.21875,93777.21875,0,0.0,0.0,34.38121404921651,8.227161915885517,61.189568369682206,94104.05078125,94048.75,94076.400390625,94039.15625,94435.45469926324,93708.71014448677
2025-04-25 01:23:00+00:00,93813.6953125,93813.6953125,93813.6953125,93813.6953125,0,0.0,0.0,37.24511482957105,-10.24401081133692,46.90285253347838,94104.05078125,94024.68359375,94064.3671875,94039.15625,94442.35750550432,93688.4909319957
2025-04-25 01:24:00+00:00,93749.9140625,93749.9140625,93749.9140625,93749.9140625,20271104,0.0,0.0,34.416581423919595,-29.68694943454466,31.584892139873773,94090.3984375,93991.90625,94041.15234375,94039.15625,94454.02089608015,93654.79394766985
2025-04-25 01:25:00+00:00,93793.8984375,93793.8984375,93793.8984375,93793.8984375,0,0.0,0.0,37.91802858014212,-41.07298312011699,17.05331708787562,94090.3984375,93990.1953125,94040.296875,94039.15625,94459.65705472173,93630.85466402827
2025-04-25 01:26:00+00:00,93815.1328125,93815.1328125,93815.1328125,93815.1328125,61714432,0.0,0.0,39.594723855436804,-47.83168634249887,4.076316401800723,94090.3984375,93990.1953125,94040.296875,94039.15625,94462.57925811184,93611.01449188816
2025-04-25 01:27:00+00:00,93835.9765625,93835.9765625,93835.9765625,93835.9765625,468961280,0.0,0.0,41.27143813613674,-50.91912691453763,-6.922772261466948,94090.3984375,93963.47265625,94026.935546875,94039.15625,94464.45972214578,93598.68715285423
2025-04-25 01:28:00+00:00,93771.2578125,93771.2578125,93771.2578125,93771.2578125,472051712,0.0,0.0,37.766134280630745,-57.92053617279453,-17.122325043732467,94090.3984375,93815.3984375,93952.8984375,94039.15625,94469.36739901076,93578.84822598925
2025-04-25 01:30:00+00:00,93714.3125,93714.3125,93714.3125,93714.3125,0,0.0,0.0,34.953104278737285,-67.28855369795929,-27.155570774577832,94072.59765625,93775.14453125,93923.87109375,94064.61328125,94477.14255346062,93548.90354028936
2025-04-25 01:31:00+00:00,93680.6015625,93680.6015625,93680.6015625,93680.6015625,1112891392,0.0,0.0,33.36855146639597,-76.55053903875523,-37.034564427413315,94055.7421875,93758.2890625,93907.015625,94055.7421875,94484.47921238457,93512.16610011544
2025-04-25 01:32:00+00:00,93726.640625,93726.640625,93726.640625,93726.640625,0,0.0,0.0,37.53348942925623,-79.26207767854794,-45.48006707764024,94055.7421875,93758.2890625,93907.015625,94055.7421875,94474.5006770406,93482.12197920939
2025-04-25 01:33:00+00:00,93759.421875,93759.421875,93759.421875,93759.421875,1051389952,0.0,0.0,40.39060443517074,-77.86820250828168,-51.95769416376853,94055.7421875,93758.2890625,93907.015625,94055.7421875,94435.31907569872,93468.39108055127
2025-04-25 01:34:00+00:00,93740.7578125,93740.7578125,93740.7578125,93740.7578125,0,0.0,0.0,39.28877513112384,-77.37761922662321,-57.04167917633947,94055.7421875,93758.2890625,93907.015625,94055.7421875,94355.51958119338,93479.17807505662
2025-04-25 01:35:00+00:00,93764.0234375,93764.0234375,93764.0234375,93764.0234375,23037952,0.0,0.0,41.433523231897276,-74.25551558172447,-60.484446457416475,94055.7421875,93758.2890625,93907.015625,94055.7421875,94290.94621273883,93488.12566226117
2025-04-25 01:36:00+00:00,93778.3203125,93778.3203125,93778.3203125,93778.3203125,0,0.0,0.0,42.77144631573733,-69.82271482766373,-62.35210013146593,94055.7421875,93758.2890625,93907.015625,94055.7421875,94228.0068433289,93501.6822191711
2025-04-25 01:37:00+00:00,93788.3046875,93788.3046875,93788.3046875,93788.3046875,1614946304,0.0,0.0,43.73807807376516,-64.75754797103582,-62.833189699379915,94055.7421875,93734.453125,93895.09765625,94055.7421875,94164.7958779579,93520.3338095421
2025-04-25 01:38:00+00:00,93821.046875,93821.046875,93821.046875,93821.046875,0,0.0,0.0,46.90524807740901,-57.43922225177812,-61.75439620985956,94055.7421875,93750.82421875,93903.283203125,94055.7421875,94092.48919025835,93552.20455974166
2025-04-25 01:39:00+00:00,93826.5234375,93826.5234375,93826.5234375,93826.5234375,10776576,0.0,0.0,47.438229216070056,-50.61403646315739,-59.526324260519125,94055.7421875,93753.5625,93904.65234375,94055.7421875,93997.17385717365,93607.12458032634
2025-04-25 01:40:00+00:00,93829.7578125,93829.7578125,93829.7578125,93829.7578125,442368,0.0,0.0,47.77168119357448,-44.431857723218855,-56.50743095305908,94000.44140625,93778.19921875,93889.3203125,94055.7421875,93878.98618703897,93690.58490671104
2025-04-25 01:41:00+00:00,93808.515625,93808.515625,93808.515625,93808.515625,0,0.0,0.0,45.72021157053177,-40.77645791017858,-53.36123634448298,93976.375,93785.2578125,93880.81640625,94055.7421875,93865.35196604388,93696.98240895613
2025-04-25 01:42:00+00:00,93801.7109375,93801.7109375,93801.7109375,93801.7109375,0,0.0,0.0,45.05277538888627,-37.9906757727731,-50.28712423014101,93957.25,93785.2578125,93871.25390625,94055.7421875,93861.86047032055,93697.84265467945
2025-04-25 01:43:00+00:00,93806.8515625,93806.8515625,93806.8515625,93806.8515625,0,0.0,0.0,45.69770471211818,-34.96506240846065,-47.222711865804946,93955.5390625,93796.890625,93876.21484375,94055.7421875,93864.1649216018,93698.50148464821
2025-04-25 01:44:00+00:00,93820.8203125,93820.8203125,93820.8203125,93820.8203125,48918528,0.0,0.0,47.500907069925375,-31.081789118383313,-43.99452731632063,93955.5390625,93804.0390625,93879.7890625,94055.7421875,93865.1338721492,93698.2450341008
2025-04-25 01:45:00+00:00,93830.421875,93830.421875,93830.421875,93830.421875,14532608,0.0,0.0,48.76041508134315,-26.919193502297276,-40.57946055351596,93928.81640625,93809.36328125,93869.08984375,94055.7421875,93870.39772682583,93701.03196067417
2025-04-25 01:46:00+00:00,93809.5625,93809.5625,93809.5625,93809.5625,0,0.0,0.0,46.168962245088366,-25.015124931247556,-37.46659342906228,93780.7421875,93816.06640625,93798.404296875,94055.7421875,93871.75697577916,93701.23911797084
2025-04-25 01:47:00+00:00,93808.46875,93808.46875,93808.46875,93808.46875,18075648,0.0,0.0,46.03082013491157,-23.325511379240197,-34.63837701909787,93758.2890625,93816.06640625,93787.177734375,94055.7421875,93871.0246885488,93701.3049989512
2025-04-25 01:48:00+00:00,93833.421875,93833.421875,93833.421875,93833.421875,0,0.0,0.0,49.72659758175761,-19.745359606240527,-31.6597735365264,93758.2890625,93817.56640625,93787.927734375,94055.7421875,93870.60384001148,93701.47037873852
2025-04-25 01:49:00+00:00,93805.765625,93805.765625,93805.765625,93805.765625,44032000,0.0,0.0,45.969257422399096,-18.92157562902139,-29.1121339550254,93758.2890625,93817.56640625,93787.927734375,94055.7421875,93872.46067814944,93703.06432185056
2025-04-25 01:50:00+00:00,93750.640625,93750.640625,93750.640625,93750.640625,0,0.0,0.0,39.55389724371486,-22.457966237983783,-27.781300411617078,93758.2890625,93792.03125,93775.16015625,94055.7421875,93869.31102196178,93709.84679053821
2025-04-25 01:51:00+00:00,93760.109375,93760.109375,93760.109375,93760.109375,0,0.0,0.0,41.075079640409115,-24.217369521516957,-27.068514233597053,93758.2890625,93792.03125,93775.16015625,94055.7421875,93857.52674186224,93729.58185188775
2025-04-25 01:52:00+00:00,93767.5,93767.5,93767.5,93767.5,267544576,0.0,0.0,42.29573785482001,-24.730272441418492,-26.600865875161343,93758.2890625,93792.03125,93775.16015625,94055.7421875,93853.18247390595,93738.01205734404
2025-04-25 01:53:00+00:00,93742.7265625,93742.7265625,93742.7265625,93742.7265625,618620928,0.0,0.0,39.35292981526856,-26.82652162433078,-26.645997024995232,93758.2890625,93788.07421875,93773.181640625,94055.7421875,93854.85076300186,93734.67423699814
2025-04-25 01:54:00+00:00,93756.0390625,93756.0390625,93756.0390625,93756.0390625,0,0.0,0.0,41.70034206475988,-27.101200937162503,-26.73703780742869,93757.01171875,93788.07421875,93772.54296875,94055.7421875,93853.188194913,93737.864930087
2025-04-25 01:55:00+00:00,93779.578125,93779.578125,93779.578125,93779.578125,713472000,0.0,0.0,45.7023230016014,-25.129799960763194,-26.415590238095593,93757.01171875,93788.07421875,93772.54296875,94055.7421875,93852.64988698003,93739.95870676996
2025-04-25 01:56:00+00:00,93746.6953125,93746.6953125,93746.6953125,93746.6953125,0,0.0,0.0,41.424429019411086,-25.92200589137792,-26.316873368752063,93757.01171875,93788.07421875,93772.54296875,94055.7421875,93854.65926001348,93734.78683373654
2025-04-25 01:57:00+00:00,93717.453125,93717.453125,93717.453125,93717.453125,0,0.0,0.0,38.01650779923192,-28.579982692943304,-26.769495233590312,93775.4375,93761.609375,93768.5234375,94055.7421875,93859.94120830532,93722.41972919468
2025-04-25 01:58:00+00:00,93703.5234375,93703.5234375,93703.5234375,93703.5234375,123631616,0.0,0.0,36.47704613788339,-31.447945484003867,-27.705185283673025,93768.47265625,93741.55078125,93755.01171875,94055.7421875,93862.42934015949,93708.1792535905
2025-04-25 01:59:00+00:00,93695.921875,93695.921875,93695.921875,93695.921875,0,0.0,0.0,35.629139239542354,-33.94293618372467,-28.952735463683357,93764.671875,93737.75,93751.2109375,94055.7421875,93862.65356410774,93694.89487339226
2025-04-25 02:00:00+00:00,93709.8359375,93709.8359375,93709.8359375,93709.8359375,0,0.0,0.0,38.4494452950231,-34.40093318569416,-30.042375008085518,93764.671875,93737.75,93751.2109375,94055.7421875,93858.35010624748,93687.20614375251
2025-04-25 02:01:00+00:00,93796.3203125,93796.3203125,93796.3203125,93796.3203125,656130048,0.0,0.0,52.40722491505273,-27.46869085749495,-29.527638177967404,93764.671875,93746.12109375,93755.396484375,94055.7421875,93856.88252498713,93687.45419376288
2025-04-25 02:02:00+00:00,93781.1796875,93781.1796875,93781.1796875,93781.1796875,0,0.0,0.0,50.25848147665902,-22.93221249942144,-28.208553042258213,93764.671875,93746.12109375,93755.396484375,94055.7421875,93854.89120018962,93687.39239356038
2025-04-25 02:03:00+00:00,93792.2265625,93792.2265625,93792.2265625,93792.2265625,668913664,0.0,0.0,51.81094751135196,-18.235423614896717,-26.213927156785914,93764.671875,93746.12109375,93755.396484375,94055.7421875,93853.14929019033,93687.67180355969
2025-04-25 02:04:00+00:00,93870.7265625,93870.7265625,93870.7265625,93870.7265625,0,0.0,0.0,61.101660271530335,-8.085683906334452,-22.588278506695623,93783.32421875,93783.32421875,93783.32421875,94055.7421875,93864.14853037715,93681.66318837284
2025-04-25 02:05:00+00:00,93854.3984375,93854.3984375,93854.3984375,93854.3984375,0,0.0,0.0,58.57211254784296,-1.3439925801794743,-18.339421321392393,93783.32421875,93783.32421875,93783.32421875,94055.7421875,93868.89954972011,93679.3098252799
2025-04-25 02:06:00+00:00,93835.4765625,93835.4765625,93835.4765625,93835.4765625,576970752,0.0,0.0,55.69461092838148,2.4438381463405676,-14.182769427845802,93783.32421875,93783.32421875,93783.32421875,94000.44140625,93872.77184759121,93678.02893365879
