Price,Close,High,Low,Open,Volume,RSI,MACD,MACD_signal,Ichimoku_base,Ichimoku_conversion,Ichimoku_span_a,Ichimoku_span_b,Bollinger_upper,Bollinger_lower
Ticker,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD,,,,,,,,,
Date,,,,,,,,,,,,,,
2024-05-07,62334.81640625,64390.45703125,62285.98046875,63162.76171875,25930730982,45.78129501494837,-931.3385057243795,-1070.9023558419115,63889.017578125,61025.09765625,62457.0576171875,64635.326171875,67455.55193761313,59317.77696863688
2024-05-08,61187.94140625,62986.0859375,60877.12890625,62332.640625,26088172222,42.97316191519162,-993.7584546425351,-1055.4735756020361,62243.361328125,61025.09765625,61634.2294921875,64635.326171875,67449.59775692438,59091.249899325616
2024-05-09,63049.9609375,63404.9140625,60648.07421875,61191.19921875,25453338161,48.49670170778618,-882.8009197676729,-1020.9390444351636,61894.626953125,61025.09765625,61459.8623046875,64635.326171875,67402.45978879274,59059.02692995726
2024-05-10,60792.77734375,63446.7421875,60208.78125,63055.19140625,27804954694,43.05283719562777,-965.8681985578223,-1009.9248752596955,61894.626953125,61216.052734375,61555.33984375,64635.326171875,67238.8692142616,58802.45109823839
2024-05-11,60793.7109375,61451.15234375,60492.625,60793.35546875,13842272968,43.05568441687871,-1019.8678801762144,-1011.9134762429993,61894.626953125,62171.607421875,62033.1171875,64635.326171875,67043.40841357384,58584.61853955116
2024-05-12,61448.39453125,61818.15625,60632.6015625,60793.50390625,13800459405,45.12755048484907,-998.3274251886178,-1009.196266032123,61894.626953125,62851.841796875,62373.234375,64635.326171875,66382.82261360018,58706.27582389983
2024-05-13,62901.44921875,63422.66015625,60769.83984375,61451.21875,27889181179,49.51775866323987,-854.1608551819518,-978.1891838620888,61894.626953125,62851.841796875,62373.234375,64635.326171875,65782.58226182988,58955.933753795114
2024-05-14,61552.7890625,63092.125,61123.765625,62900.7734375,28186271527,45.85098043286767,-839.0612375250785,-950.3635945946869,61894.626953125,62851.841796875,62373.234375,64635.326171875,65546.97478469984,58919.13029342516
2024-05-15,66267.4921875,66454.453125,61330.41015625,61553.98828125,39815167074,57.655688443452696,-441.5674275372148,-848.6043611831926,61894.626953125,63331.6171875,62613.1220703125,64635.326171875,65954.72966358432,58689.95393016568
2024-05-16,65231.58203125,66712.4296875,64613.0546875,66256.109375,31573077994,54.82745556730828,-207.74525351496413,-720.432539649547,61894.626953125,63460.60546875,62677.6162109375,64635.326171875,66198.06208717813,58594.24767844687
2024-05-17,67051.875,67459.4609375,65119.31640625,65231.296875,28031279310,58.66452631526222,123.02478065933974,-551.7410755877696,62007.376953125,63834.12109375,62920.7490234375,64635.326171875,66872.94896729282,58282.63423583219
2024-05-18,66940.8046875,67387.328125,66663.5,67066.2109375,16712277406,58.33889598860545,371.91279070291057,-367.01030232963365,62007.376953125,63834.12109375,62920.7490234375,64635.326171875,67465.0952729205,58073.245352079495
2024-05-19,66278.3671875,67694.296875,65937.1796875,66937.9296875,19249094538,56.330611019938125,509.828179874341,-191.64260588883874,62124.794921875,64093.4609375,63109.1279296875,64635.326171875,67812.96175063739,57969.10348373761
2024-05-20,71448.1953125,71483.5625,66086.171875,66278.7421875,43850655717,66.12998617196439,1024.4794813063781,51.58181155020466,64019.427734375,66058.08203125,65038.7548828125,64635.326171875,69488.43702324326,57374.76219550675
2024-05-21,70136.53125,71946.4609375,69191.125,71443.0625,46932005990,62.30959862472687,1311.3871628408087,303.5428818083255,64250.876953125,66358.150390625,65304.513671875,64635.326171875,70262.95855753559,57788.492614339404
2024-05-22,69122.3359375,70623.6953125,68977.6953125,70135.3203125,32802561717,59.44975227349621,1440.323330990679,530.8989716447962,64250.876953125,66535.11328125,65392.9951171875,64635.326171875,70713.7147172695,58337.6266889805
2024-05-23,67929.5625,70041.2734375,66356.953125,69121.3046875,41895680979,56.1837284603712,1429.7777374500947,710.6747248058559,64250.876953125,66638.435546875,65444.65625,64635.326171875,71087.96645944945,58467.34760305054
2024-05-24,68526.1015625,69220.296875,66622.671875,67928.1328125,29197308153,57.4429620561221,1452.8089185798308,859.1015635606509,64250.876953125,68279.7578125,66265.3173828125,64635.326171875,71510.0276728346,58508.74928029039
2024-05-25,69265.9453125,69579.3203125,68515.8203125,68526.921875,15473071741,59.01611104023351,1513.315938911328,989.9444386307864,64250.876953125,68532.888671875,66391.8828125,64635.326171875,72010.3082601594,58531.9499429656
2024-05-26,68518.09375,69506.2265625,68183.890625,69264.2890625,15628433737,56.733165470943185,1483.8182838843204,1088.7192076814931,64250.876953125,68941.8203125,66596.3486328125,64635.326171875,72346.90818612344,58730.96447012654
2024-05-27,69394.5546875,70597.8828125,68232.5,68512.1796875,25870990717,58.74725894898465,1513.7150872519414,1173.718383595583,64441.83203125,68941.8203125,66691.826171875,64635.326171875,72730.78012511611,59053.06635925889
2024-05-28,68296.21875,69514.640625,67227.15625,69392.1953125,32722265965,55.27478591441897,1432.2716522863775,1225.429037333742,65397.38671875,69016.31640625,67206.8515625,64635.326171875,72804.41921595525,59690.25500279475
2024-05-29,67578.09375,68852.4609375,67101.4921875,68296.3515625,26707072906,53.06617802545309,1294.8541844098072,1239.3140667489552,66077.62109375,69151.70703125,67614.6640625,64635.326171875,72884.65832244417,60062.82917755581
2024-05-30,68364.9921875,69500.5390625,67118.078125,67576.0859375,29509712534,55.179527409795675,1235.207277989015,1238.4927089969672,66077.62109375,68490.32421875,67283.97265625,64250.876953125,72750.41599978974,60954.29298458527
2024-05-31,67491.4140625,68999.5625,66633.421875,68362.515625,27387283769,52.36076104181722,1104.7117911580426,1211.7365254291822,66077.62109375,68477.41796875,67277.51953125,64250.876953125,72390.96757736336,61983.51171951165
2024-06-01,67706.9375,67839.765625,67386.1953125,67489.609375,11641495604,52.99868447591187,1007.0751820607547,1170.8042567554967,66077.62109375,68610.27734375,67343.94921875,64250.876953125,71989.51410722385,63010.81948652615
2024-06-02,67751.6015625,68409.1640625,67315.5234375,67710.2734375,17110588415,53.138729023646235,922.665568157623,1121.176519035922,66077.62109375,68615.65234375,67346.63671875,64250.876953125,71705.24967656066,63780.09915156433
2024-06-03,68804.78125,70230.8203125,67589.8359375,67753.8984375,32401285324,56.43499956799168,930.0323064881377,1082.9476765263653,66077.62109375,68615.65234375,67346.63671875,64250.876953125,70887.13794124119,65323.4101056338
2024-06-04,70567.765625,71047.40625,68564.640625,68804.5703125,33149696545,61.33761772259279,1065.8422390093328,1079.526589022959,66077.62109375,68840.4140625,67459.017578125,64250.876953125,71164.77849386647,65475.79689675852
2024-06-05,71082.8203125,71735.4140625,70390.7109375,70568.3515625,32810771409,62.659697735798325,1201.186665611298,1103.8586043406267,66219.54296875,69184.41796875,67701.98046875,64250.876953125,71327.0815016755,65898.6177170745
2024-06-06,70757.1640625,71625.734375,70119.125,71082.84375,25223152007,61.233919615674644,1267.5587329990376,1136.5986300723089,66289.53125,69184.41796875,67736.974609375,64250.876953125,71566.15518274509,66030.0729422549
2024-06-07,69342.5859375,71907.8515625,68507.2578125,70759.1875,36188381096,55.34305572260605,1192.2706876988377,1147.7330415976148,66358.150390625,69270.63671875,67814.3935546875,64250.876953125,71558.98642040306,66277.41982959694
2024-06-08,69305.7734375,69533.3203125,69210.7421875,69324.1796875,14262185861,55.1942451510725,1116.7605873901484,1141.5385507561216,66535.11328125,69270.63671875,67902.875,64250.876953125,71418.69666144918,66720.45021355082
2024-06-09,69647.9921875,69817.5234375,69160.84375,69297.4921875,13534028500,56.368767547499644,1072.1731374344527,1127.665468091788,66638.435546875,69611.6875,68125.0615234375,64250.876953125,71082.25628157349,66876.87028092651
2024-06-10,69512.28125,70146.0703125,69232.421875,69644.3125,20597699541,55.744706791231444,1014.1955091223208,1104.9714762978947,68279.7578125,69611.6875,68945.72265625,64250.876953125,70999.31730552277,66897.38425697724
2024-06-11,67332.03125,69549.4140625,66123.6015625,69508.078125,37116136345,46.783661538492744,783.2905808536016,1040.6352972090363,68532.888671875,69015.7265625,68774.3076171875,64250.876953125,71024.67380802185,66692.99728572814
2024-06-12,68241.1875,69977.890625,66902.453125,67321.375,34497940694,50.366651009062856,665.9810577843309,965.7044493240952,68941.8203125,69015.7265625,68978.7734375,64250.876953125,71017.65556445863,66731.17802929136
2024-06-13,66756.3984375,68365.78125,66304.5625,68243.1015625,28955204146,45.033903192755346,448.03764802595833,862.1710890644679,68941.8203125,69015.7265625,68978.7734375,64250.876953125,71117.25949766216,66454.60378358784
2024-06-14,66011.09375,67294.6484375,65056.89453125,66747.5703125,27403884779,42.59592507785569,212.72391718364088,732.2816546883025,68501.677734375,68482.373046875,68492.025390625,64250.876953125,71235.27853816323,66011.09958683676
2024-06-15,66191.0,66402.1875,65871.7734375,66006.7421875,14121265576,43.39256265703186,40.28859909142193,593.8830435689264,68501.677734375,68482.373046875,68492.025390625,64250.876953125,71326.36580732431,65687.3029426757
2024-06-16,66639.046875,66894.84375,66018.25,66189.359375,13281140541,45.423901789517814,-59.5277951300377,463.20087582913357,68482.373046875,67601.482421875,68041.927734375,64250.876953125,71269.7392189413,65468.37874980872
2024-06-17,66490.296875,67188.3203125,65094.96484375,66636.515625,30006354476,44.84849495101914,-148.91924023083993,340.7768526171389,68482.373046875,67601.482421875,68041.927734375,64250.876953125,71293.09873087131,65264.4270503787
2024-06-18,65140.74609375,66556.703125,64066.95703125,66490.9765625,39481285950,39.90904227820968,-324.91465993679594,207.63855010635191,67987.404296875,67106.513671875,67546.958984375,64250.876953125,71458.11594219555,64855.67507342945
2024-06-19,64960.296875,65695.3515625,64693.30078125,65146.66015625,21103423504,39.28599758758059,-473.49488758464577,71.41186256815239,67987.404296875,67022.423828125,67504.9140625,64250.876953125,71566.7619380923,64406.5595462827
2024-06-20,64828.65625,66438.9609375,64547.84765625,64960.296875,25641109124,38.80999307313027,-595.0091911539203,-61.87234817626215,67987.404296875,67022.423828125,67504.9140625,64250.876953125,71686.50685896791,64020.53884415709
2024-06-21,64096.19921875,65007.546875,63378.89453125,64837.98828125,26188171739,36.183023512332035,-741.8615945497586,-197.87019745096146,67643.373046875,65872.337890625,66757.85546875,64250.876953125,71841.98951328984,63503.98236171014
2024-06-22,64252.578125,64475.46875,63929.7578125,64113.86328125,9858198793,37.160984543052216,-835.9879625858157,-325.4937504779323,67643.373046875,65336.771484375,66490.072265625,64441.83203125,71924.85766723854,63071.21186401145
2024-06-23,63180.796875,64491.703125,63180.796875,64248.96484375,11170471802,33.384850297138016,-985.7049835532525,-457.53599709299635,67544.32421875,65184.55859375,66364.44140625,65397.38671875,71977.78716663676,62455.88392711323
2024-06-24,60277.4140625,63292.52734375,58601.69921875,63173.3515625,43152133651,25.75108808021284,-1323.3804239573292,-630.704882465863,65254.775390625,62895.009765625,64074.892578125,65274.080078125,72086.84344485076,61317.79249264923
2024-06-25,61804.640625,62258.26171875,60239.75,60266.28125,29201215431,34.265703988966564,-1451.029656621984,-794.7698372970872,65254.775390625,62895.009765625,64074.892578125,65274.080078125,71632.10502101068,60844.71294773932
2024-06-26,60811.27734375,62434.13671875,60695.1875,61789.67578125,22506003064,31.71788535127004,-1613.7464436057198,-958.5651585588138,65254.775390625,62579.201171875,63916.98828125,65274.080078125,71210.08826211639,60272.14103475862
2024-06-27,61604.80078125,62293.86328125,60585.33203125,60811.2265625,21231745045,35.822993886052274,-1659.539817953606,-1098.7600904377723,65254.775390625,62520.330078125,63887.552734375,65274.080078125,70844.0922914034,59864.35848984659
2024-06-28,60320.13671875,62126.09765625,59985.40234375,61612.8046875,24952866877,32.42436558958342,-1778.9860071953517,-1234.805273789288,65254.775390625,62520.330078125,63887.552734375,65274.080078125,70497.4997925591,59312.387316815904
2024-06-29,60887.37890625,61097.62109375,60300.96484375,60319.875,12652903396,35.34133679981328,-1807.045770052042,-1349.253373041839,65254.775390625,61804.623046875,63529.69921875,65274.080078125,69874.13629061048,59059.689490639525
2024-06-30,62678.29296875,62892.828125,60632.94921875,60888.4453125,17333226409,43.61663926651018,-1665.5718610930053,-1412.5170706520723,65254.775390625,61546.701171875,63400.73828125,65274.080078125,69056.71576366498,59193.71118946002
2024-07-01,62851.98046875,63777.2265625,62495.51171875,62673.60546875,25468379421,44.360377031386754,-1521.894190414656,-1434.392494604589,65254.775390625,61546.701171875,63400.73828125,65274.080078125,68632.64778793993,59169.77408706007
2024-07-02,62029.015625,63203.359375,61752.74609375,62844.41015625,20151616992,41.562866257515196,-1457.6323084397081,-1439.040457371613,65254.775390625,61189.462890625,63222.119140625,65274.080078125,67941.9846092692,59239.220078230785
2024-07-03,60173.921875,62187.703125,59419.38671875,62034.33203125,29756701685,36.04478335110851,-1538.6581723232666,-1458.9640003619438,64373.884765625,61598.306640625,62986.095703125,65274.080078125,67601.00910629763,58921.94792495237
2024-07-04,56977.703125,60399.67578125,56777.8046875,60147.13671875,41149609230,28.920464982643082,-1839.5744255389072,-1535.0860853973365,63461.9375,60277.515625,61869.7265625,64362.1328125,67749.50473716065,57870.11323158935
2024-07-05,56662.375,57497.15234375,53717.375,57022.80859375,55417544033,28.325636878619065,-2079.525592012251,-1643.9739867203195,61931.72265625,58747.30078125,60339.51171875,62831.91796875,67696.61794601977,56970.13752273023
2024-07-06,58303.5390625,58472.546875,56038.9609375,56659.07421875,20610320577,35.734293523366134,-2112.904152303192,-1737.7600198368941,61847.6328125,58747.30078125,60297.466796875,62831.91796875,67171.09577865338,56662.10890884661
2024-07-07,55849.109375,58371.12109375,55793.32421875,58239.4296875,20553359505,30.634327765756694,-2310.771727006315,-1852.3623612707784,61847.6328125,58747.30078125,60297.466796875,62831.91796875,66830.32210450919,55938.76383299081
2024-07-08,56705.09765625,58131.3359375,54321.01953125,55849.57421875,39766159899,34.163329150563186,-2371.178633730902,-1956.1256157628034,61041.578125,58747.30078125,59894.439453125,62831.91796875,66485.67083522324,55439.85025852675
2024-07-09,58009.2265625,58239.1953125,56316.875,56704.59765625,27849512607,39.23550721943228,-2287.450928429884,-2022.3906782962194,60506.01171875,58747.30078125,59626.65625,62831.91796875,65960.10904426067,55270.30501823933
2024-07-10,57742.49609375,59359.43359375,57178.4140625,58033.8828125,26175260526,38.580818500717974,-2217.062126303106,-2061.3249678975967,60452.84765625,58460.3671875,59456.607421875,62831.91796875,65376.141308351755,55145.65673852325
2024-07-11,57344.9140625,59299.43359375,57120.37890625,57729.890625,28707803842,37.574382323418384,-2168.3644846647076,-2082.732871251019,60452.84765625,57952.5390625,59202.693359375,62831.91796875,64869.90865687687,54976.760874373125
2024-07-12,57899.46484375,58532.5546875,56590.17578125,57341.1953125,25604805221,39.9282619845484,-2061.2626861911485,-2078.438834239045,60452.84765625,57058.525390625,58755.6865234375,62812.61328125,64203.03845853758,55008.31974458742
2024-07-13,59231.953125,59787.078125,57796.44140625,57908.73828125,17080061806,45.26855495289389,-1847.5654861911753,-2032.264164629471,60137.0390625,56752.2265625,58444.6328125,62812.61328125,63703.74854713591,55112.72528098909
2024-07-14,60787.79296875,61329.52734375,59225.25,59225.25,22223416061,50.77152834600442,-1534.9714475308865,-1932.805621209754,60078.16796875,57825.2734375,58951.720703125,62812.61328125,63755.60228447172,55111.90943427828
2024-07-15,64870.15234375,64870.15234375,60704.9296875,60815.45703125,38094526099,61.66345086380364,-946.9107383522496,-1735.6266446382533,60078.16796875,59595.5859375,59836.876953125,62812.61328125,64421.3923476277,54752.67054299731
2024-07-16,65097.1484375,65354.33984375,62487.96875,64784.41796875,41617346768,62.164726847164374,-457.2804574333495,-1479.9574071972727,59535.857421875,59837.6796875,59686.7685546875,62812.61328125,65182.76353194124,54419.88646805876
2024-07-17,64118.79296875,66066.734375,63896.0859375,65091.83203125,32525071311,58.60774330238446,-146.50126667143923,-1213.266179092106,59892.0546875,61191.8046875,60541.9296875,62812.61328125,65581.60505883358,54272.44415991643
2024-07-18,63974.06640625,65104.66015625,63246.1640625,64104.73828125,27239305337,58.078338032718676,87.11109451434459,-953.1907243708159,59892.0546875,61328.455078125,60610.2548828125,62812.61328125,66033.02845305615,54186.41373444385
2024-07-19,66710.15625,67442.640625,63329.34375,63972.32421875,37003855410,64.59043226436108,487.41158047740464,-665.0702634011718,60580.0078125,62016.408203125,61298.2080078125,62812.61328125,66984.07507428183,53817.64484759317
2024-07-20,67163.6484375,67610.734375,66299.6171875,66709.921875,19029581250,65.54575274743972,831.6587843746456,-365.72445384600826,60664.0546875,62100.455078125,61382.2548828125,62812.61328125,67783.84678644607,53466.408682303925
2024-07-21,68154.5234375,68372.90625,65842.296875,67164.9140625,26652190004,67.6024678577412,1170.9346987172175,-58.392623333363076,61045.140625,63084.673828125,62064.9072265625,62812.61328125,68720.49588535257,53060.01388027243
2024-07-22,67585.25,68480.0625,66611.296875,68152.9765625,42649109453,65.19461561001157,1377.9930502822826,228.8845113897661,61098.71875,63852.65625,62475.6875,62812.61328125,69517.2697654461,52818.86343767891
2024-07-23,65927.671875,67779.015625,65484.4609375,67584.8046875,35605668666,58.64472552951237,1392.2861755793274,461.56484422767835,61098.71875,64592.49609375,62845.607421875,62812.61328125,70041.27917609902,52870.22902702599
2024-07-24,65372.1328125,67113.984375,65146.99609375,65927.859375,27470942309,56.59258502260913,1343.3014775860793,637.9121708993586,61098.71875,65484.015625,63291.3671875,62812.61328125,70364.50336534015,53386.44780653485
2024-07-25,65777.2265625,66112.421875,63473.47265625,65375.875,38315761670,57.75348459831107,1321.9300449408183,774.7157457076505,61098.71875,65863.11328125,63480.916015625,62812.61328125,70628.34031829203,54034.09600983296
2024-07-26,67912.0625,68207.6015625,65743.765625,65771.8125,30488630457,63.3207822356788,1460.4216178547504,911.8569201370706,61098.71875,65863.11328125,63480.916015625,62812.61328125,71232.07922536436,54391.209446510635
2024-07-27,67813.3359375,69398.5078125,66705.21875,67911.8125,34691905492,62.90791253213185,1544.4078068288654,1038.3670974754295,61557.94140625,66363.92578125,63960.93359375,62812.61328125,71458.47677041742,55361.23455770759
2024-07-28,68255.8671875,68301.8515625,67085.828125,67808.65625,18043166945,64.0397499796243,1627.9105012464279,1156.2757782296292,61557.94140625,66435.990234375,63996.9658203125,62812.61328125,71678.4349345887,56296.35334666129
2024-07-29,66819.9140625,69987.5390625,66532.59375,68259.0546875,40780682628,57.869105120686,1560.232186317211,1237.0670598471456,61852.45703125,66730.505859375,64291.4814453125,61931.72265625,71696.54342187241,57159.31360937758
2024-07-30,66201.015625,66987.671875,65323.19140625,66819.0546875,31380492109,55.39174153008449,1440.056626200967,1277.66497311791,61852.45703125,66730.505859375,64291.4814453125,61931.72265625,71469.54494987712,58232.16403449788
2024-07-31,64619.25,66810.2109375,64532.046875,66201.2734375,31292785994,49.55298657329422,1203.3103497429183,1262.7940484429116,62154.279296875,66730.505859375,64442.392578125,61931.72265625,70873.26402879952,59555.87854932548
2024-08-01,65357.5,65593.2421875,62248.94140625,64625.83984375,40975554494,52.09124657347302,1063.0041747431096,1222.8360737029511,62154.279296875,66118.240234375,64136.259765625,61852.45703125,70144.50167316926,61030.444420580745
2024-08-02,61415.06640625,65523.22265625,61184.89453125,65353.5,43060875727,40.40069303059466,626.4675495325209,1103.5623688688652,62154.279296875,65586.216796875,63870.248046875,61852.45703125,69711.86454515123,61681.392876723774
2024-08-03,60680.09375,62148.37109375,59836.52734375,61414.80859375,31753030589,38.658843402927886,218.68214638139762,926.5863243713717,63152.20703125,64912.033203125,64032.1201171875,61852.45703125,69733.00002014333,61649.48747985666
2024-08-04,58116.9765625,61062.98828125,57210.8046875,60676.09375,31758917219,33.271483658194626,-307.76513482112205,679.716032532873,63288.857421875,63599.171875,63444.0146484375,61852.45703125,70570.74955312382,60136.42036875118
2024-08-05,53991.45703125,58268.828125,49121.23828125,58110.296875,108991085584,26.798164295337926,-1045.817809084394,334.6092642094196,59554.388671875,59554.388671875,59554.388671875,59554.388671875,71994.95800689803,57601.64277435198
2024-08-06,56034.31640625,57059.91796875,53973.2734375,53991.34765625,49300484106,33.67913280243684,-1449.1829136030938,-22.149171353083034,59554.388671875,59554.388671875,59554.388671875,59554.388671875,72543.15198375878,56245.00114124121
2024-08-07,55027.4609375,57726.8828125,54620.5078125,56040.6328125,41637562185,32.07862889029663,-1829.0137546664264,-383.52208801575176,59554.388671875,58054.455078125,58804.421875,59554.388671875,73063.67716925775,54829.81540886727
2024-08-08,61710.13671875,62673.765625,54766.7265625,55030.02734375,45298472567,49.300118833749195,-1572.6676133523288,-621.3511930830673,59554.388671875,57965.724609375,58760.056640625,59554.388671875,72770.97388977805,54622.51673522195
2024-08-09,60880.11328125,61751.86328125,59587.859375,61728.20703125,33425553115,47.68296196041714,-1420.1171772703165,-781.1043899205172,59554.388671875,57357.240234375,58455.814453125,59554.388671875,72389.76544808099,54375.371661294026
2024-08-10,60945.8125,61464.51171875,60287.56640625,60881.23046875,15745822278,47.828839763028675,-1279.1729699864445,-880.7181059337028,59554.388671875,57322.23046875,58438.3095703125,59554.388671875,71810.9432842859,54233.32273133911
2024-08-11,58719.484375,61778.66015625,58348.82421875,60944.890625,22759754812,43.411465812495656,-1331.7679518012374,-970.9280751072098,59554.388671875,55897.501953125,57725.9453125,59554.388671875,71296.37406630554,53861.315386819464
2024-08-12,59354.515625,60680.33203125,57688.8984375,58719.39453125,37078637820,44.972612887280675,-1307.140240097142,-1038.1705081051964,59554.388671875,55897.501953125,57725.9453125,59554.388671875,70933.4803523511,53566.89347577391
2024-08-13,60609.56640625,61572.3984375,58506.25390625,59356.20703125,30327698167,48.02447656900193,-1172.8308282623475,-1065.1025721366268,59554.388671875,55897.501953125,57725.9453125,59554.388671875,70600.52658514772,53423.590602352284
2024-08-14,58737.26953125,61687.7578125,58472.875,60611.05078125,29961696180,44.09550689881986,-1203.594078781949,-1092.8008734656912,59554.388671875,58323.51953125,58938.9541015625,59554.388671875,70179.19938429436,53140.92210008064
2024-08-15,57560.09765625,59838.6484375,56161.59375,58733.26171875,35682112440,41.78106950591272,-1307.8856174650355,-1135.8178222655602,59554.388671875,58647.13671875,59100.7626953125,59554.388671875,69330.77891471235,52954.14608528764
2024-08-16,58894.10546875,59847.359375,57110.01953125,57560.2734375,29350938673,45.28579774898404,-1268.274255408025,-1162.3091088940532,59554.388671875,58720.24609375,59137.3173828125,59554.388671875,68336.12860950815,53056.873343616855
2024-08-17,59478.97265625,59694.66796875,58814.83203125,58893.53125,13589684021,46.79797214049497,-1176.1303726806436,-1165.0733616513712,59554.388671875,58970.126953125,59262.2578125,59554.388671875,67073.90471479937,53441.40778520063
2024-08-18,58483.96484375,60262.71875,58445.40234375,59468.1328125,17740625837,44.54253536169011,-1169.908519430639,-1166.040393207225,59554.388671875,58970.126953125,59262.2578125,59554.388671875,65987.63952059031,53694.078057534694
2024-08-19,59493.453125,59612.66015625,57864.7109375,58480.7109375,25911207712,47.316723284184604,-1071.1725775603336,-1147.0668300778468,59554.388671875,58970.126953125,59262.2578125,59554.388671875,64915.36223005888,54095.59909806612
2024-08-20,59012.79296875,61396.328125,58610.8828125,59493.453125,31613400008,46.13337491263158,-1019.9515235729414,-1121.6437687768657,59554.388671875,58924.67578125,59239.5322265625,59554.388671875,64100.70043075927,54349.61519424073
2024-08-21,61175.19140625,61834.3515625,58823.4453125,59014.98828125,32731154072,51.95481108363806,-795.6986683284267,-1056.454748687178,59554.388671875,58997.97265625,59276.1806640625,59554.388671875,63119.13887609183,54912.94588953317
2024-08-22,60381.9140625,61408.109375,59815.25390625,61168.31640625,27625734377,49.827394373896546,-674.2155793239945,-980.0069148145412,59554.388671875,58997.97265625,59276.1806640625,59554.388671875,62970.22857580727,54958.54095544273
2024-08-23,64094.35546875,64947.0625,60372.05078125,60380.953125,42530509233,58.410258829966374,-275.2039805532986,-839.0463279622927,59554.388671875,60554.328125,60054.3583984375,59554.388671875,63674.34902547936,54595.84667764565
2024-08-24,64178.9921875,64513.7890625,63619.91796875,64103.87109375,21430585163,58.58420524851205,47.299819187872345,-661.7770985322597,58054.455078125,61028.541015625,59541.498046875,59554.388671875,64450.00276985737,54426.39449576763
2024-08-25,64333.54296875,64996.421875,63833.51953125,64176.3671875,18827683555,58.92206383404383,311.7635443362233,-467.0689699585632,57965.724609375,61430.56640625,59698.1455078125,59554.388671875,64741.540879409025,55169.06497996598
2024-08-26,62880.66015625,64489.70703125,62849.55859375,64342.2265625,27682040631,54.427080711720826,399.5121240754015,-293.7527511517702,57357.240234375,61430.56640625,59393.9033203125,59554.388671875,64888.487725943756,55706.752508431244
2024-08-27,59504.1328125,63210.796875,58116.75,62879.70703125,39103882198,45.70132120719355,194.3555579984095,-196.13108932173427,57322.23046875,61430.56640625,59376.3984375,59554.388671875,64451.67868605717,56591.22873581784
2024-08-28,59027.625,60236.44921875,57890.67578125,59507.92578125,40289564698,44.61427873672968,-6.606540728556865,-158.2261796030988,57058.830078125,61443.548828125,59251.189453125,59554.388671875,64329.20852003406,56445.44772996594
2024-08-29,59388.1796875,61184.08203125,58786.2265625,59027.46875,32224990582,45.66736590561475,-135.21799297073449,-153.62454227662596,57058.830078125,61443.548828125,59251.189453125,59554.388671875,64270.919726364824,56354.543164260176
2024-08-30,59119.4765625,59896.88671875,57768.53125,59388.6015625,32292756405,44.980959270272436,-255.8760126138004,-174.07483634406086,57058.830078125,61382.4765625,59220.6533203125,59554.388671875,64201.17752546978,56241.651771405224
2024-08-31,58969.8984375,59432.59375,58768.78515625,59117.48046875,12403470760,44.57927157376245,-359.42484125023475,-211.14483732529567,59484.84765625,61382.4765625,60433.662109375,59554.388671875,64196.25602780408,56271.61467532092
2024-09-01,57325.48828125,59062.0703125,57217.82421875,58969.80078125,24592449997,40.31670125863282,-567.6348494696576,-282.44283975416806,59808.46484375,61107.123046875,60457.7939453125,59554.388671875,64279.284278918145,55985.68368983186
2024-09-02,59112.48046875,59403.0703125,57136.02734375,57326.96875,27036454524,46.32321245994221,-581.7414922402022,-342.3025702513749,59881.57421875,61066.224609375,60473.8994140625,59554.388671875,64221.2939302921,55893.965444707894
2024-09-03,57431.0234375,59815.05859375,57425.16796875,59106.19140625,26666961053,42.0363255897938,-720.2974969921634,-417.90155559953257,60579.0078125,60812.8671875,60695.9375,59554.388671875,64276.02827737536,55708.60648824964
2024-09-04,57971.5390625,58511.5703125,55673.1640625,57430.34765625,35627680312,43.83565715020945,-777.5261973306842,-489.82648394576296,60334.79296875,59441.98046875,59888.38671875,59554.388671875,64253.414966808625,55772.36393944137
2024-09-05,56160.48828125,58300.58203125,55712.453125,57971.703125,31030280656,39.42014974516068,-957.9740881534017,-583.4560047872908,60334.79296875,58428.623046875,59381.7080078125,59554.388671875,64417.705421889135,55334.71176561087
2024-09-06,53948.75390625,56976.109375,52598.69921875,56160.19140625,49361693566,34.80878960654296,-1264.8682081637526,-719.7384454625832,58797.560546875,56891.390625,57844.4755859375,59554.388671875,64826.04865692286,54373.34665557714
2024-09-07,54139.6875,54838.14453125,53740.0703125,53949.0859375,19061486526,35.51014195388659,-1475.6666968964855,-870.9240957493637,58797.560546875,56247.79296875,57522.6767578125,59554.388671875,65113.04986627799,53651.91771184701
2024-09-08,54841.56640625,55300.859375,53653.7578125,54147.93359375,18268287531,38.14458877232515,-1568.0151534176184,-1010.3423072830146,58797.560546875,56206.87890625,57502.2197265625,59554.388671875,65211.614484969825,53088.16442128017
2024-09-09,57019.53515625,58041.125,54598.43359375,54851.88671875,34618096173,45.57436383791876,-1448.7577173197278,-1098.0253892903572,58797.560546875,56206.87890625,57502.2197265625,59554.388671875,65182.82000992992,52917.63311507008
2024-09-10,57648.7109375,58029.9765625,56419.4140625,57020.09765625,28857630507,47.53489413094982,-1288.6216840684428,-1136.1446482459744,58797.560546875,56206.87890625,57502.2197265625,59554.388671875,64954.53538758122,52793.269690543784
